creator,stimuli,image,filepath,blip_caption
AI_prompt1,G,Dalle01.png,../data/AI/prompt_1/stimuli_G/Dalle01.png,a drawing of a letter d with a bird on it
AI_prompt1,G,Dalle02.png,../data/AI/prompt_1/stimuli_G/Dalle02.png,a drawing of a light bulb with three candles in it
AI_prompt1,G,Dalle03.png,../data/AI/prompt_1/stimuli_G/Dalle03.png,a drawing of a man in a cage with a cat
AI_prompt1,G,Dalle04.png,../data/AI/prompt_1/stimuli_G/Dalle04.png,drawing of a tent with a canopy and a pole
AI_prompt1,G,Dalle05.png,../data/AI/prompt_1/stimuli_G/Dalle05.png,a drawing of a no entry sign with a pencil in it
AI_prompt1,G,Dalle06.png,../data/AI/prompt_1/stimuli_G/Dalle06.png,a drawing of a bullet with a bullet inside of it
AI_prompt1,G,Dalle07.png,../data/AI/prompt_1/stimuli_G/Dalle07.png,drawing of a flower with a stem in a vase with a flower in it
AI_prompt1,G,Dalle08.png,../data/AI/prompt_1/stimuli_G/Dalle08.png,a drawing of a woman sitting in a chair in a room
AI_prompt1,G,Dalle09.png,../data/AI/prompt_1/stimuli_G/Dalle09.png,a drawing of a piano with a piano stand inside of it
AI_prompt1,G,Dalle10.png,../data/AI/prompt_1/stimuli_G/Dalle10.png,a close up of a door with a curved arch over it
AI_prompt1,G,Dalle11.png,../data/AI/prompt_1/stimuli_G/Dalle11.png,a drawing of a pair of scissors in a circle
AI_prompt1,G,Dalle12.png,../data/AI/prompt_1/stimuli_G/Dalle12.png,a drawing of a city with a clock tower and a clock tower
AI_prompt1,G,Dalle13.png,../data/AI/prompt_1/stimuli_G/Dalle13.png,a drawing of a circle with a piano keyboard inside of it
AI_prompt1,G,Dalle14.png,../data/AI/prompt_1/stimuli_G/Dalle14.png,a drawing of a man sitting at a table with a banana and a bowl
AI_prompt1,G,Dalle15.png,../data/AI/prompt_1/stimuli_G/Dalle15.png,a drawing of a circular window with a cross in the middle
AI_prompt1,G,Dalle16.png,../data/AI/prompt_1/stimuli_G/Dalle16.png,cartoon of a man standing in front of a box with a bird on top
AI_prompt1,G,Dalle17.png,../data/AI/prompt_1/stimuli_G/Dalle17.png,a drawing of a circular object with a black and white design
AI_prompt1,G,Dalle18.png,../data/AI/prompt_1/stimuli_G/Dalle18.png,a drawing of a golf ball and a club on a white background
AI_prompt1,G,Dalle19.png,../data/AI/prompt_1/stimuli_G/Dalle19.png,a drawing of a cross and a heart with a ribbon
AI_prompt1,G,Dalle20.png,../data/AI/prompt_1/stimuli_G/Dalle20.png,a drawing of a large circle with a door and a window
AI_prompt1,G,Dalle21.png,../data/AI/prompt_1/stimuli_G/Dalle21.png,a black and white drawing of a sun over a building
AI_prompt1,G,Dalle22.png,../data/AI/prompt_1/stimuli_G/Dalle22.png,a drawing of a man looking out a window at a cat
AI_prompt1,G,Dalle23.png,../data/AI/prompt_1/stimuli_G/Dalle23.png,a drawing of a drawing of a person standing on a stage
AI_prompt1,G,Dalle24.png,../data/AI/prompt_1/stimuli_G/Dalle24.png,a black and white drawing of a butterfly with a city in the background
AI_prompt1,G,Dalle25.png,../data/AI/prompt_1/stimuli_G/Dalle25.png,a drawing of a man with a tie and a laptop
AI_prompt1,G,Dalle26.png,../data/AI/prompt_1/stimuli_G/Dalle26.png,a drawing of a cartoon character in a circle with a clock
AI_prompt1,G,Dalle27.png,../data/AI/prompt_1/stimuli_G/Dalle27.png,a close up of a circle with a chinese writing on it
AI_prompt1,G,Dalle28.png,../data/AI/prompt_1/stimuli_G/Dalle28.png,a drawing of a light bulb with a square shape on it
AI_prompt1,G,Dalle29.png,../data/AI/prompt_1/stimuli_G/Dalle29.png,a drawing of a circular design with a letter in the middle
AI_prompt1,G,Dalle30.png,../data/AI/prompt_1/stimuli_G/Dalle30.png,a drawing of a door in a circular shape with a line drawing
AI_prompt1,G,Dalle31.png,../data/AI/prompt_1/stimuli_G/Dalle31.png,a drawing of a house with a gate and a window
AI_prompt1,G,Dalle32.png,../data/AI/prompt_1/stimuli_G/Dalle32.png,a drawing of a plant with a bunch of leaves in a circle
AI_prompt1,G,Dalle33.png,../data/AI/prompt_1/stimuli_G/Dalle33.png,a black and white drawing of a circle with a square in the middle
AI_prompt1,G,Dalle34.png,../data/AI/prompt_1/stimuli_G/Dalle34.png,a drawing of a kite with a man inside of it
AI_prompt1,G,Dalle35.png,../data/AI/prompt_1/stimuli_G/Dalle35.png,a drawing of a plate with a bunch of food on it
AI_prompt1,G,Dalle36.png,../data/AI/prompt_1/stimuli_G/Dalle36.png,a drawing of a stylized design with a curved design
AI_prompt1,G,Dalle37.png,../data/AI/prompt_1/stimuli_G/Dalle37.png,a drawing of a face with a long nose and a long nose
AI_prompt1,G,Dalle38.png,../data/AI/prompt_1/stimuli_G/Dalle38.png,a drawing of a circle with a face and a line of lines
AI_prompt1,G,Dalle39.png,../data/AI/prompt_1/stimuli_G/Dalle39.png,a drawing of a drawing of a building with a mountain in the background
AI_prompt1,G,Dalle40.png,../data/AI/prompt_1/stimuli_G/Dalle40.png,a drawing of a tunnel with a door in the middle
AI_prompt1,G,Dalle41.png,../data/AI/prompt_1/stimuli_G/Dalle41.png,a drawing of a chair and a table with a clock on it
AI_prompt1,G,Dalle42.png,../data/AI/prompt_1/stimuli_G/Dalle42.png,a drawing of a rainbow over a road with a rainbow in the background
AI_prompt1,G,Dalle43.png,../data/AI/prompt_1/stimuli_G/Dalle43.png,a drawing of a man sitting in a window looking out
AI_prompt1,G,Dalle44.png,../data/AI/prompt_1/stimuli_G/Dalle44.png,a drawing of a basketball court with a heart and a ball
AI_prompt1,G,Dalle45.png,../data/AI/prompt_1/stimuli_G/Dalle45.png,a drawing of a drum with musical notes and notes on it
AI_prompt1,G,Dalle46.png,../data/AI/prompt_1/stimuli_G/Dalle46.png,a drawing of a spiral staircase with a square and a square
AI_prompt1,G,Dalle47.png,../data/AI/prompt_1/stimuli_G/Dalle47.png,a drawing of a circle with a line drawn in it
AI_prompt1,G,Dalle48.png,../data/AI/prompt_1/stimuli_G/Dalle48.png,a drawing of a pumpkin and a pumpkin on a cart
AI_prompt1,G,Dalle49.png,../data/AI/prompt_1/stimuli_G/Dalle49.png,a drawing of a bench with a basket on top of it
AI_prompt1,G,Dalle50.png,../data/AI/prompt_1/stimuli_G/Dalle50.png,a drawing of a person standing under a rainbow in a white room
