creator,stimuli,image,filepath,blip_caption
AI_prompt1,I,Dalle01.png,../data/AI/prompt_1/stimuli_I/Dalle01.png,a drawing of a man sitting in a chair with a bandage on his arm
AI_prompt1,I,Dalle02.png,../data/AI/prompt_1/stimuli_I/Dalle02.png,a drawing of a heart with a flower in it
AI_prompt1,I,Dalle03.png,../data/AI/prompt_1/stimuli_I/Dalle03.png,a black and white drawing of a plant in a pot
AI_prompt1,I,Dalle04.png,../data/AI/prompt_1/stimuli_I/Dalle04.png,a drawing of a circle with a line going through it
AI_prompt1,I,Dalle05.png,../data/AI/prompt_1/stimuli_I/Dalle05.png,a drawing of a woman with a hat and a dress
AI_prompt1,I,Dalle06.png,../data/AI/prompt_1/stimuli_I/Dalle06.png,a cartoon of a man with a bug in his head
AI_prompt1,I,Dalle07.png,../data/AI/prompt_1/stimuli_I/Dalle07.png,a drawing of a man looking out a window at a person
AI_prompt1,I,Dalle08.png,../data/AI/prompt_1/stimuli_I/Dalle08.png,a drawing of a black and white picture of a hat and scissors
AI_prompt1,I,Dalle09.png,../data/AI/prompt_1/stimuli_I/Dalle09.png,a drawing of a building with a sign that says life is a book
AI_prompt1,I,Dalle10.png,../data/AI/prompt_1/stimuli_I/Dalle10.png,a drawing of a plant with three leaves in a bowl
AI_prompt1,I,Dalle11.png,../data/AI/prompt_1/stimuli_I/Dalle11.png,a drawing of a person holding a flower in their hand
AI_prompt1,I,Dalle12.png,../data/AI/prompt_1/stimuli_I/Dalle12.png,a black and white drawing of a man in a suit and tie
AI_prompt1,I,Dalle13.png,../data/AI/prompt_1/stimuli_I/Dalle13.png,there is a drawing of a lamp that is on a pole
AI_prompt1,I,Dalle14.png,../data/AI/prompt_1/stimuli_I/Dalle14.png,there is a drawing of a pair of headphones on a box
AI_prompt1,I,Dalle15.png,../data/AI/prompt_1/stimuli_I/Dalle15.png,a drawing of a clock with a man on it
AI_prompt1,I,Dalle16.png,../data/AI/prompt_1/stimuli_I/Dalle16.png,a drawing of a square with a line drawing of a square
AI_prompt1,I,Dalle17.png,../data/AI/prompt_1/stimuli_I/Dalle17.png,a close up of a black and white drawing of a sewing machine
AI_prompt1,I,Dalle18.png,../data/AI/prompt_1/stimuli_I/Dalle18.png,there is a drawing of a woman looking at a man in a mirror
