creator,stimuli,image,filepath,blip_caption
AI_prompt2,R,Dalle01.png,../data/AI/prompt_2/stimuli_R/Dalle01.png,a drawing of a chair with a straw and a glass
AI_prompt2,R,Dalle02.png,../data/AI/prompt_2/stimuli_R/Dalle02.png,there is a drawing of a vase with a plant on it
AI_prompt2,R,Dalle03.png,../data/AI/prompt_2/stimuli_R/Dalle03.png,a drawing of a desk with drawers and a shelf
AI_prompt2,R,Dalle04.png,../data/AI/prompt_2/stimuli_R/Dalle04.png,cartoon of a man sitting at a desk with a computer and a wheel chair
AI_prompt2,R,Dalle05.png,../data/AI/prompt_2/stimuli_R/Dalle05.png,someone holding a book with a picture of a person in it
AI_prompt2,R,Dalle06.png,../data/AI/prompt_2/stimuli_R/Dalle06.png,a drawing of a trash can with a broom and a trash can
AI_prompt2,R,Dalle07.png,../data/AI/prompt_2/stimuli_R/Dalle07.png,a drawing of a table and chair with a vase on top
AI_prompt2,R,Dalle08.png,../data/AI/prompt_2/stimuli_R/Dalle08.png,a black and white drawing of a boat with a sail in the water
AI_prompt2,R,Dalle09.png,../data/AI/prompt_2/stimuli_R/Dalle09.png,a drawing of a roll of paper with a pair of scissors
AI_prompt2,R,Dalle10.png,../data/AI/prompt_2/stimuli_R/Dalle10.png,there is a drawing of a person standing in a box
AI_prompt2,R,Dalle11.png,../data/AI/prompt_2/stimuli_R/Dalle11.png,a drawing of a bag hanging from a pole with a handle
AI_prompt2,R,Dalle12.png,../data/AI/prompt_2/stimuli_R/Dalle12.png,a drawing of a machine with a bunch of sticks on it
AI_prompt2,R,Dalle13.png,../data/AI/prompt_2/stimuli_R/Dalle13.png,a drawing of a television and a remote control on a bed
AI_prompt2,R,Dalle14.png,../data/AI/prompt_2/stimuli_R/Dalle14.png,a drawing of a chair with a ladder and a chair in front of it
AI_prompt2,R,Dalle15.png,../data/AI/prompt_2/stimuli_R/Dalle15.png,there is a drawing of a cup and a mug on a table
AI_prompt2,R,Dalle16.png,../data/AI/prompt_2/stimuli_R/Dalle16.png,a drawing of a table and chairs with a vase on it
AI_prompt2,R,Dalle17.png,../data/AI/prompt_2/stimuli_R/Dalle17.png,a drawing of a glass of wine with a stem
AI_prompt2,R,Dalle18.png,../data/AI/prompt_2/stimuli_R/Dalle18.png,a drawing of a basketball hoop with a net and a ball
AI_prompt2,R,Dalle19.png,../data/AI/prompt_2/stimuli_R/Dalle19.png,a line drawing of a bed with a person on it
AI_prompt2,R,Dalle20.png,../data/AI/prompt_2/stimuli_R/Dalle20.png,a drawing of a book with a tree in it
AI_prompt2,R,Dalle21.png,../data/AI/prompt_2/stimuli_R/Dalle21.png,there is a drawing of a hanging basket with a monkey on it
AI_prompt2,R,Dalle22.png,../data/AI/prompt_2/stimuli_R/Dalle22.png,a drawing of a window with a bird flying out of it
AI_prompt2,R,Dalle23.png,../data/AI/prompt_2/stimuli_R/Dalle23.png,drawing of a chair with a shelf and a chair seat
AI_prompt2,R,Dalle24.png,../data/AI/prompt_2/stimuli_R/Dalle24.png,a drawing of a table with utensils and a computer
AI_prompt2,R,Dalle25.png,../data/AI/prompt_2/stimuli_R/Dalle25.png,a black and white drawing of a desk with a computer and a lamp
