creator,stimuli,image,filepath,blip_caption
AI_prompt1,R,Dalle01.png,../data/AI/prompt_1/stimuli_R/Dalle01.png,a drawing of a black and white picture of a tall tower
AI_prompt1,R,Dalle02.png,../data/AI/prompt_1/stimuli_R/Dalle02.png,a black and white drawing of a star of david
AI_prompt1,R,Dalle03.png,../data/AI/prompt_1/stimuli_R/Dalle03.png,a black and white drawing of a three - dimensional structure with a triangle
AI_prompt1,R,Dalle04.png,../data/AI/prompt_1/stimuli_R/Dalle04.png,a drawing of a door with a window and a curtain
AI_prompt1,R,Dalle05.png,../data/AI/prompt_1/stimuli_R/Dalle05.png,a drawing of a geometric design with a triangle and a square
AI_prompt1,R,Dalle06.png,../data/AI/prompt_1/stimuli_R/Dalle06.png,a close up of a picture of a picture frame with a surfboard
AI_prompt1,R,Dalle07.png,../data/AI/prompt_1/stimuli_R/Dalle07.png,a black and white drawing of a heart with a frame
AI_prompt1,R,Dalle08.png,../data/AI/prompt_1/stimuli_R/Dalle08.png,a drawing of a square shaped object with a thin line
AI_prompt1,R,Dalle09.png,../data/AI/prompt_1/stimuli_R/Dalle09.png,a drawing of a picture of a knife and a piece of paper
AI_prompt1,R,Dalle10.png,../data/AI/prompt_1/stimuli_R/Dalle10.png,a drawing of a barcode with a door open and a door open
AI_prompt1,R,Dalle11.png,../data/AI/prompt_1/stimuli_R/Dalle11.png,a black and white drawing of a rose with arrows in the center
AI_prompt1,R,Dalle12.png,../data/AI/prompt_1/stimuli_R/Dalle12.png,a close up of a drawing of a basketball hoop with a net
AI_prompt1,R,Dalle13.png,../data/AI/prompt_1/stimuli_R/Dalle13.png,a black and white drawing of a geometric object with a square in the middle
AI_prompt1,R,Dalle14.png,../data/AI/prompt_1/stimuli_R/Dalle14.png,a black and white drawing of a triangle with leaves
AI_prompt1,R,Dalle15.png,../data/AI/prompt_1/stimuli_R/Dalle15.png,there is a black and white drawing of a square with a clock
AI_prompt1,R,Dalle16.png,../data/AI/prompt_1/stimuli_R/Dalle16.png,a drawing of a geometric object with a triangle in the middle
AI_prompt1,R,Dalle17.png,../data/AI/prompt_1/stimuli_R/Dalle17.png,a black and white drawing of a geometric design with a ball
AI_prompt1,R,Dalle18.png,../data/AI/prompt_1/stimuli_R/Dalle18.png,a drawing of a chair with a curved seat and a curved back
AI_prompt1,R,Dalle19.png,../data/AI/prompt_1/stimuli_R/Dalle19.png,a drawing of a kite with a man on it
AI_prompt1,R,Dalle20.png,../data/AI/prompt_1/stimuli_R/Dalle20.png,a black and white drawing of a triangular object with a line drawing of a triangle
AI_prompt1,R,Dalle21.png,../data/AI/prompt_1/stimuli_R/Dalle21.png,a drawing of a dog with a long tail and a long tail
AI_prompt1,R,Dalle22.png,../data/AI/prompt_1/stimuli_R/Dalle22.png,a drawing of a kite with a long string attached to it
AI_prompt1,R,Dalle23.png,../data/AI/prompt_1/stimuli_R/Dalle23.png,a black and white drawing of a woman with a face in a frame
AI_prompt1,R,Dalle24.png,../data/AI/prompt_1/stimuli_R/Dalle24.png,a close up of a kite with a string attached to it
AI_prompt1,R,Dalle25.png,../data/AI/prompt_1/stimuli_R/Dalle25.png,a drawing of a geometric object with a rose on top
AI_prompt1,R,Dalle26.png,../data/AI/prompt_1/stimuli_R/Dalle26.png,a drawing of a basketball hoop with a basketball on it
AI_prompt1,R,Dalle27.png,../data/AI/prompt_1/stimuli_R/Dalle27.png,a drawing of a kite with a box on it
AI_prompt1,R,Dalle28.png,../data/AI/prompt_1/stimuli_R/Dalle28.png,a black and white drawing of a geometric design with lines
AI_prompt1,R,Dalle29.png,../data/AI/prompt_1/stimuli_R/Dalle29.png,a drawing of a geometric design with a eye and a triangle
AI_prompt1,R,Dalle30.png,../data/AI/prompt_1/stimuli_R/Dalle30.png,a black and white drawing of a plant with a triangle
AI_prompt1,R,Dalle31.png,../data/AI/prompt_1/stimuli_R/Dalle31.png,a drawing of a picture of a man in a suit and tie
AI_prompt1,R,Dalle32.png,../data/AI/prompt_1/stimuli_R/Dalle32.png,a drawing of a picture of a kite with a string attached to it
AI_prompt1,R,Dalle33.png,../data/AI/prompt_1/stimuli_R/Dalle33.png,a close up of a drawing of a bird with a long tail
AI_prompt1,R,Dalle34.png,../data/AI/prompt_1/stimuli_R/Dalle34.png,a drawing of a person sitting on a chair with a hat on
AI_prompt1,R,Dalle35.png,../data/AI/prompt_1/stimuli_R/Dalle35.png,a drawing of a man ' s face with a square in the middle
AI_prompt1,R,Dalle36.png,../data/AI/prompt_1/stimuli_R/Dalle36.png,a black and white drawing of a square with a line in the middle
AI_prompt1,R,Dalle37.png,../data/AI/prompt_1/stimuli_R/Dalle37.png,a black and white drawing of a diamond with a line drawing of a diamond
AI_prompt1,R,Dalle38.png,../data/AI/prompt_1/stimuli_R/Dalle38.png,a drawing of a picture of a broken window with broken glass
AI_prompt1,R,Dalle39.png,../data/AI/prompt_1/stimuli_R/Dalle39.png,a drawing of a rain drop with a line drawing of a square
AI_prompt1,R,Dalle40.png,../data/AI/prompt_1/stimuli_R/Dalle40.png,a close up of a kite with a triangle on it
AI_prompt1,R,Dalle41.png,../data/AI/prompt_1/stimuli_R/Dalle41.png,a drawing of a geometric object with a triangular shape
AI_prompt1,R,Dalle42.png,../data/AI/prompt_1/stimuli_R/Dalle42.png,there is a drawing of a broken umbrella hanging from a pole
AI_prompt1,R,Dalle43.png,../data/AI/prompt_1/stimuli_R/Dalle43.png,a drawing of a geometric structure with a star of david
AI_prompt1,R,Dalle44.png,../data/AI/prompt_1/stimuli_R/Dalle44.png,a drawing of a geometric face with a pointed head
AI_prompt1,R,Dalle45.png,../data/AI/prompt_1/stimuli_R/Dalle45.png,a black and white drawing of a star of david
AI_prompt1,R,Dalle46.png,../data/AI/prompt_1/stimuli_R/Dalle46.png,a black and white photo of a decorative window with a flower
AI_prompt1,R,Dalle47.png,../data/AI/prompt_1/stimuli_R/Dalle47.png,a drawing of a basket with a heart on it
AI_prompt1,R,Dalle48.png,../data/AI/prompt_1/stimuli_R/Dalle48.png,a black and white drawing of a geometric design
AI_prompt1,R,Dalle49.png,../data/AI/prompt_1/stimuli_R/Dalle49.png,a drawing of a glass box with a ladder inside
AI_prompt1,R,Dalle50.png,../data/AI/prompt_1/stimuli_R/Dalle50.png,a drawing of a picture of a geometric design with a square and a rectangle
