creator,stimuli,filepath,gpt_caption
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle01.png,Hard to interpret. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle02.png,Overlapping triangles and rectangles forming a complex geometric pattern. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle03.png,Geometric shapes overlapping with lines and triangles. [3]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle04.png,Vertical striped pattern inside a rectangular frame on a slightly tilted structure. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle05.png,Geometric design with overlapping squares and triangles in a vertical alignment. [5]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle06.png,Abstract overlapping rectangular and elliptical shapes with lines. [3]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle07.png,Geometric shapes with a central rectangle and triangular patterns. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle08.png,"Overlapping rectangular shapes with curved lines intersecting, resembling a stylized pattern. [4]"
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle09.png,Hard to interpret. [2]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle10.png,Abstract geometric lines with triangular shapes on top. [3]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle11.png,Geometric rose atop a shield with two crossed arrows. [5]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle12.png,"Geometric shapes, mainly triangles, overlapping in a complex pattern. 

[4]"
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle13.png,"Overlapping geometric shapes, primarily squares and lines, form a complex pattern. [4]"
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle14.png,Geometric shapes with floral elements integrated into the design. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle15.png,Hard to interpret. [3]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle16.png,Hard to interpret. [1]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle17.png,Geometric shapes and lines intersect with circles in abstract pattern. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle18.png,Hard to interpret. [1]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle19.png,A simplistic drawing of a moth with large wings. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle20.png,Geometric design with intersecting lines forming a triangle and diamond shapes. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle21.png,"Abstract geometric shapes, possibly resembling a stylized bird. [3]"
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle22.png,Abstract geometric shapes with mountain and flowing draped element. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle23.png,Abstract face with plants and geometric shapes. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle24.png,"Geometric shape with symmetrical lines and patterns, resembling an abstract diamond. [4]"
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle25.png,Geometric shapes with overlapping lines forming an abstract pattern. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle26.png,"Abstract lines and geometric shapes, possibly representing a structure or object. [3]"
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle27.png,Abstract geometric shapes including triangles and a rectangle. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle28.png,Overlapping geometric shapes and lines forming an abstract pattern. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle29.png,Abstract geometric shapes and lines resembling an eye and arrows. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle30.png,Abstract geometric shapes with leaf-like elements intersecting. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle31.png,Abstract geometric shapes with a side profile of a face. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle32.png,Hard to interpret. [1]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle33.png,Hard to interpret. [2]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle34.png,Hard to interpret. [2]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle35.png,Profile of a face integrated with geometric shapes. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle36.png,Abstract overlapping lines and shapes intersecting vertically and diagonally. [5]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle37.png,Geometric outline of a diamond shape composed of triangles. [5]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle38.png,Hard to interpret. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle39.png,"Abstract design with rain, geometric lines, and plant elements. [3]"
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle40.png,Abstract geometric shape resembling a kite with lines and triangles. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle41.png,Hard to interpret. [2]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle42.png,Hard to interpret. [3]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle43.png,"Overlapping geometric shapes, including triangles and rectangles, in a complex arrangement. [5]"
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle44.png,Abstract geometric face within layered framework and angles. [4]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle45.png,Interlocking triangles and rectangles forming a symmetrical pattern. [5]
AI_prompt1,R,../data/AI/prompt_1/stimuli_R/Dalle46.png,Intricate geometric pattern with a central symmetrical floral motif. [5]
