creator,stimuli,filepath,gpt_caption
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle01.png,Abstract figure resembling a wrapped human torso with lines. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle02.png,Hard to interpret. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle03.png,Hard to interpret. [4]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle04.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle05.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle06.png,Abstract face with a large eye above it. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle07.png,A person inside a window with a light above. [5]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle08.png,Hard to interpret. [1]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle09.png,"Abstract geometric shapes with the words ""Line Ambition"" below. [5]"
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle10.png,Two stylized trees under a crescent moon with lines and dots. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle11.png,A hand holding a stylized flower with flowing petals and stem. [5]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle12.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle13.png,Hard to interpret. [1]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle14.png,Rectangular plug with tangled cables coming out. [4]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle15.png,Hard to interpret. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle16.png,Hard to interpret. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle17.png,Abstract lines and shapes form a rollercoaster-like structure. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle18.png,Three abstract human profiles facing each other. [4]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle19.png,Stylized side profile of a face within a circular and geometric design. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle20.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle21.png,Hard to interpret. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle22.png,"An abstract representation, potentially depicting a handbag with handles. [3]"
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle23.png,Profile outline of a person with glasses and a ponytail. [4]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle24.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle25.png,Side profile outline of a head with geometric elements. [4]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle26.png,Hard to interpret. [5]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle27.png,"Abstract face with simple lines and geometric shapes, smiling expression. [5]"
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle28.png,Hard to interpret. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle29.png,Abstract figure with a hat inside a circle and rectangular frame. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle30.png,A smiling face with wavy hair above a leaf-like shape. [5]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle31.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle32.png,Silhouette of a person with abstract shapes around head and shoulders. [4]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle33.png,Hard to interpret. [1]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle34.png,A stylized handbag with a floral design on it. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle35.png,Geometric diamond shape within a rectangular frame. [4]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle36.png,Hard to interpret. [1]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle37.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle38.png,Simple geometric shapes forming a dome-like structure with lines. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle39.png,Hard to interpret. [1]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle40.png,A flower inside a helmet-like structure with tusks. [4]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle41.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle42.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle43.png,Abstract drawing with geometric shapes and lines; possibly a cityscape or structure. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle44.png,Face with geometric shapes and crescent moons. [5]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle45.png,A triangular shape inside an arch with multiple layers drawn above. [5]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle46.png,Hard to interpret. [3]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle47.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle48.png,Abstract humanoid face with geometric shapes and asymmetrical features. [4]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle49.png,Hard to interpret. [2]
AI_prompt1,I,../data/AI/prompt_1/stimuli_I/Dalle50.png,Hard to interpret. [3]
